estimate,time_end,geography,season,sem,N_vax,N_tot
0.484,2020-05-31,nation,2019/2020,0.0030612807415479264,12898.0,26649.0
0.002,2020-07-31,nation,2020/2021,0.0005,16.0,7984.0
0.019,2020-08-31,nation,2020/2021,0.0010204269138493088,340.0,17900.0
0.11900000000000001,2020-09-30,nation,2020/2021,0.0010204269138493157,11981.0,100684.0
0.313,2020-10-31,nation,2020/2021,0.0020408538276986176,16159.0,51627.0
0.394,2020-11-30,nation,2020/2021,0.0020408538276986176,22586.0,57325.0
0.423,2020-12-31,nation,2020/2021,0.0020408538276986458,24788.0,58599.0
0.446,2021-01-31,nation,2020/2021,0.0020408538276986176,26458.0,59323.0
0.46399999999999997,2021-02-28,nation,2020/2021,0.0020408538276986176,27706.0,59712.0
0.48100000000000004,2021-03-31,nation,2020/2021,0.0030612807415479264,12813.0,26638.0
0.493,2021-04-30,nation,2020/2021,0.0030612807415479264,13149.0,26672.0
0.502,2021-05-31,nation,2020/2021,0.0030612807415479264,13392.0,26676.0
0.003,2021-07-31,nation,2021/2022,0.0005,36.0,11964.0
0.016,2021-08-31,nation,2021/2022,0.0005,1008.0,62976.0
0.09300000000000001,2021-09-30,nation,2021/2022,0.0010204269138493157,7534.0,81008.0
0.266,2021-10-31,nation,2021/2022,0.0020408538276986176,12469.0,46876.0
0.363,2021-11-30,nation,2021/2022,0.0020408538276986458,20152.0,55517.0
0.406,2021-12-31,nation,2021/2022,0.0020408538276986176,23508.0,57901.0
0.438,2022-01-31,nation,2021/2022,0.0020408538276986458,25886.0,59100.0
0.462,2022-02-28,nation,2021/2022,0.0020408538276986458,27570.0,59676.0
0.47700000000000004,2022-03-31,nation,2021/2022,0.0020408538276986458,28570.0,59896.0
0.48700000000000004,2022-04-30,nation,2021/2022,0.0020408538276986458,29211.0,59982.0
0.494,2022-05-31,nation,2021/2022,0.0020408538276986176,29647.0,60014.0
0.004,2022-07-31,nation,2022/2023,0.0005,64.0,15936.0
0.017,2022-08-31,nation,2022/2023,0.0005,1136.0,66844.0
0.095,2022-09-30,nation,2022/2023,0.0010204269138493016,7844.0,82567.0
0.266,2022-10-31,nation,2022/2023,0.0020408538276986176,12469.0,46876.0
0.36,2022-11-30,nation,2022/2023,0.0020408538276986176,19914.0,55317.0
0.396,2022-12-31,nation,2022/2023,0.0020408538276986176,22741.0,57426.0
0.42600000000000005,2023-01-31,nation,2022/2023,0.0020408538276986176,25010.0,58708.0
0.445,2023-02-28,nation,2022/2023,0.0020408538276986176,26387.0,59297.0
0.456,2023-03-31,nation,2022/2023,0.0020408538276986176,27158.0,59558.0
0.46399999999999997,2023-04-30,nation,2022/2023,0.0020408538276986176,27706.0,59712.0
0.469,2023-05-31,nation,2022/2023,0.0020408538276986176,28042.0,59792.0
0.004,2023-07-31,nation,2023/2024,0.0005,64.0,15936.0
0.017,2023-08-31,nation,2023/2024,0.0010204269138493088,273.0,16049.0
0.092,2023-09-30,nation,2023/2024,0.0010204269138493088,7381.0,80225.0
0.257,2023-10-31,nation,2023/2024,0.0020408538276986176,11782.0,45846.0
0.34299999999999997,2023-11-30,nation,2023/2024,0.0020408538276986458,18558.0,54105.0
0.378,2023-12-31,nation,2023/2024,0.0020408538276986458,21338.0,56449.0
0.40700000000000003,2024-01-31,nation,2023/2024,0.0020408538276986458,23584.0,57946.0
0.42700000000000005,2024-02-29,nation,2023/2024,0.0030612807415479264,11148.0,26108.0
0.436,2024-03-31,nation,2023/2024,0.0030612807415479545,11441.0,26240.0
0.444,2024-04-30,nation,2023/2024,0.0030612807415479264,11696.0,26342.0
0.449,2024-05-31,nation,2023/2024,0.0030612807415479264,11853.0,26399.0
